6330	4.443316	0.694221	2
4380	3.538799	1.074879	2
40451	7.778551	1.026036	3
20665	9.461552	0.395755	3
5049	1.066481	0.842420	2
27933	11.468090	0.537125	3
15112	3.064377	0.280366	2
51825	0.450754	1.258235	1
13240	3.196663	0.062849	2
15077	4.889216	1.273701	2
5695	5.615122	0.461995	2
64457	9.639591	0.240878	1
65410	9.380022	0.220703	1
8087	5.113470	1.353265	2
9896	0.000000	0.458902	2
73988	8.724258	1.602899	1
17680	0.000000	0.292922	2
9973	1.953980	0.042135	2
14159	7.669176	1.174501	2
32218	9.084426	1.038271	3
42265	11.566354	0.456650	3
7871	4.648963	0.007129	2
25093	10.761546	0.780550	3
42636	7.570157	1.161629	3
49860	10.019225	1.583376	3
41165	9.810718	1.053792	3
24573	1.333615	1.411367	1
59606	3.164009	0.259564	1
32145	5.751214	0.160173	3
36816	3.386923	0.659313	1
26108	13.243492	0.833934	3
27086	7.068507	1.240045	3
62184	4.698415	1.308312	1
17390	5.870747	1.156328	2
81311	18.378040	1.332525	1
39599	11.799641	1.385460	3
23526	0.000000	1.652074	1
9672	3.473489	1.523482	2
34012	12.151787	0.036821	3
12390	0.362620	1.069116	2
1764	0.023663	0.173363	2
41942	10.671084	0.907194	3
9177	3.154917	1.330544	2
34974	8.404456	1.071658	3
38351	5.074091	1.692961	1
12976	5.915790	1.498969	2
67530	7.093795	1.081871	1
0	0.000000	0.404662	2
49602	2.162248	0.826765	1
52224	5.629489	0.386807	1
18191	8.210811	1.592160	3
4991	4.183096	1.505815	2
29771	6.779762	0.776649	3
43310	10.392282	0.252537	3
38337	11.147097	0.537267	3
68807	4.516798	1.457433	1
10348	2.312190	1.391258	2
31026	9.072333	0.688477	3
78007	10.956786	0.895465	1
62548	9.053757	1.382908	1
76730	13.357311	0.354318	1
13243	2.956072	1.524231	2
77044	12.538531	0.466189	1
43488	2.992623	0.556477	1
40224	8.859687	0.347151	3
14050	5.348801	0.091033	2
7061	0.000000	0.129949	2
36864	11.096190	1.257041	3
43140	4.378956	1.246094	1
6434	3.798640	1.479300	2
32270	6.057918	0.092388	3
27703	11.062115	0.910673	3
19740	8.663100	0.910650	3
75858	10.802900	0.699076	1
31718	9.031771	1.477867	3
36031	12.010261	0.942740	3
56154	10.901943	1.641045	3
17347	0.000000	1.245459	2
72274	14.725851	0.792954	1
11260	5.997970	1.397540	2
43678	7.246782	0.106045	3
29410	10.638028	0.868091	3
10182	3.668276	1.414251	2
69829	10.072355	0.715613	1
43152	2.609875	0.134167	1
4677	2.785541	1.173228	2
9348	7.407866	0.333427	2
69977	12.004267	1.546944	1
10862	1.723921	1.184246	2
33541	11.699988	0.442330	3
50892	4.703635	1.561670	1
11889	5.038712	0.864533	2
31451	12.788162	0.667367	3
82008	15.001520	0.685014	1
67337	9.707477	0.965848	1
74583	13.104579	0.824798	1
72509	11.659205	1.575508	1
21698	4.058752	1.660046	2
31970	10.546808	0.663571	3
25832	2.502193	0.181238	1
39138	11.409023	0.842277	3
61987	8.699245	0.609583	1
11001	0.000000	1.452780	2
33928	9.553598	0.690812	3
3734	6.994947	1.456748	2
10371	0.292129	0.720004	2
33424	11.753504	0.336398	3
3135	7.279752	1.116269	2
54712	2.413180	0.821655	1
79529	8.173656	0.051397	1
22976	9.729741	1.409589	3
8313	2.436237	0.543479	2
40347	10.767975	1.132418	3
14308	0.000000	0.994832	2
34576	8.632414	0.639532	3
55839	3.654374	0.787119	1
47987	7.931196	0.894075	3
69501	5.620479	1.374399	1
11029	0.872172	0.506959	2
11556	1.882725	1.061130	2
30543	11.222283	1.027305	3
6730	5.859994	0.632000	2
7767	0.539231	1.122778	2
39859	10.816279	0.299768	3
41984	11.880453	1.481743	3
77740	15.510557	0.873478	1
11756	0.000000	0.376182	2
17461	0.000000	1.180704	2
21083	2.231852	0.954607	2
74490	9.250294	0.241679	1
58610	5.320957	1.661417	1
68263	8.153244	1.588438	1
32286	8.717293	0.688212	3
30431	2.264859	0.747369	1
4077	5.596944	0.140094	2
13480	0.000000	0.192554	2
13050	5.628263	0.783262	2
45873	4.065546	0.683906	1
33985	3.794506	1.075492	3
64378	9.275092	0.688212	1
69346	13.701167	1.118596	1
72513	13.815574	0.974008	1
3910	1.509357	0.089799	2
13518	2.813332	0.923217	2
39698	12.898624	1.541415	3
10019	1.451314	1.081604	2
70578	14.511938	1.364189	1
76630	12.970447	1.007011	1
26727	7.980483	0.963831	3
34411	9.011842	0.400510	3
61743	6.825030	0.203928	1
30295	8.579350	0.128502	3
19751	12.104739	1.091314	3
65357	5.365255	0.325542	1
73314	7.360021	0.190076	1
36454	9.451968	1.432283	3
15186	2.217253	0.811491	2
49929	11.552359	1.057880	3
67169	6.795429	1.004384	1
45997	3.734638	1.583399	1
36853	10.867813	1.421751	3
40828	11.086845	0.849203	3
62971	10.607160	0.968117	1
37272	11.478684	1.203796	3
36854	10.803626	0.554145	3
27322	8.575144	0.725170	3
9458	4.100948	0.825799	2
23906	12.765061	0.434171	3
41435	2.255885	0.694766	1
73654	15.087973	0.737555	1
56516	7.239761	0.134983	3
49254	4.508436	1.220512	3
68064	7.868349	0.892112	1
19664	1.512728	1.326979	2
44153	10.411958	1.335415	3
41761	9.598713	0.624637	3
29285	9.401890	0.609392	3
4095	4.096623	0.167473	2
6813	1.210850	0.346472	2
52431	3.013445	0.522556	1
64485	9.833826	0.810908	1
16836	8.004575	0.215960	2
36946	9.446377	0.141069	3
34214	0.486935	1.366561	1
36795	3.424329	1.655366	1
4929	5.493785	0.958935	2
12219	8.951490	1.675502	3
23126	2.687701	1.243089	2
64254	11.368188	0.652169	1
64600	10.646770	0.740815	1
54858	3.245465	0.175898	1
31892	9.955524	0.936822	3
25576	8.126664	0.364984	3
8051	8.714373	0.039873	2
32396	1.023504	1.492444	1
43862	7.817795	0.285653	3
4358	1.090100	0.230203	2
44312	9.373723	0.664168	3
31154	4.404864	1.468323	1
32121	10.733521	1.032993	3
27646	3.684687	0.812214	1
38479	8.805098	0.679218	3
32007	11.010850	1.095580	3
12797	0.997349	1.649714	2
44544	10.850262	0.929740	3
1143	4.495362	1.376615	2
55926	1.363899	1.105500	1
29432	1.612383	0.233536	1
34898	13.115416	1.682721	3
10378	1.405792	1.396780	2
36076	11.871070	0.807637	3
11246	4.083610	1.308822	2
36858	8.579748	0.002011	3
54990	5.333579	0.102858	1
1153	5.729651	0.632589	2
73683	1.770968	1.173608	1
58544	3.326299	1.504871	1
71348	10.442432	1.133209	1
12615	3.088172	0.792712	2
10791	9.137139	0.351823	2
66148	10.439802	0.509572	1
25059	5.398155	0.112929	1
25953	7.925504	1.574969	3
43723	9.136878	1.612758	3
7043	2.293142	1.442495	2
79791	18.235528	0.099001	1
26602	7.598578	1.378681	3
34594	9.963570	0.314987	3
8337	1.809186	0.987578	2
74276	11.840654	0.683204	1
6033	0.885904	0.507161	2
66244	11.001950	0.549669	1
35788	9.469244	0.446490	3
39445	9.764603	1.209812	3
12121	0.750424	0.169721	2
29300	9.521214	0.468296	3
40271	6.164347	0.522412	3
62908	8.332551	1.408627	1
54320	2.858181	1.183618	1
39543	9.351287	0.872338	3
60529	6.937019	0.415862	1
8037	0.000000	0.747911	2
26720	6.151269	0.776006	3
10802	0.000000	0.006603	2
30738	10.910127	1.277830	3
7555	6.889584	0.879256	3
10068	4.389334	1.274314	2
42549	12.294182	0.355917	3
45854	10.948411	0.660340	3
10518	1.745562	1.265294	2
62480	4.472436	0.308387	1
31950	9.145560	0.718051	3
71826	6.917277	0.646720	1
4119	0.000000	0.611521	2
57554	1.100788	1.696842	1
44909	6.634397	0.805397	3
46560	2.871726	0.010238	1
44698	5.939727	1.541929	1
40388	7.991737	1.573977	3
12193	0.000000	0.752459	2
67175	11.966522	1.070154	1
40338	8.040963	0.669594	3
29649	13.526577	0.795515	3
5985	1.565358	0.830959	2
39887	8.594617	0.063789	3
56895	4.901275	1.586515	1
42437	13.359994	0.639265	3
39405	14.931413	0.445181	3
76800	13.758044	0.417909	1
27422	1.829033	0.334894	1
73456	12.461474	0.596692	1
19445	4.616892	0.450737	2
42763	9.970599	0.095075	3
78273	9.231343	0.486502	1
57471	9.345817	0.503841	1
9746	3.300238	1.429007	2
41387	9.180581	1.644732	3
51951	8.253519	0.519266	3
18166	12.555520	1.342062	3
43193	9.275601	1.636061	3
37951	10.317958	0.749518	3
44168	11.675891	1.680928	3
44092	10.359387	0.028204	3
75311	16.379064	0.761964	1
16282	0.000000	1.476276	2
24674	10.597624	0.050997	3
24095	3.978365	1.502561	1
23331	8.159282	1.651773	3
52501	9.293109	1.670559	3
38733	8.278597	0.184768	3
49426	1.264279	0.997645	1
10332	1.360540	1.254346	2
31001	8.080898	0.693176	3
11471	6.997570	0.646118	2
37355	11.617713	0.017770	3
28063	10.516376	1.685286	3
6299	7.813273	0.395344	2
11551	2.572786	0.099858	2
29658	0.901737	0.530587	1
55448	4.637994	0.666023	1
11002	3.200787	0.620872	2
1253	0.717834	1.218246	2
42252	12.099364	0.210113	3
0	3.409994	0.921835	2
60570	6.271503	0.962038	1
50937	9.477927	1.371694	3
65514	9.949829	0.500234	1
14326	2.229776	1.651190	2
50457	9.905997	1.653308	3
46571	6.551619	0.933920	1
47789	9.215132	1.520622	3
40144	12.400307	0.022301	3
8965	2.709430	0.610372	2
33369	10.390457	0.302506	3
39013	12.983226	0.407380	3
12474	2.262969	0.306374	2
67283	7.174396	0.664882	1
26978	12.318168	0.198021	3
37689	2.315373	0.906441	1
74618	12.221139	0.939104	1
13749	0.000000	1.096733	2
37254	9.838063	0.660716	3
19858	12.581984	1.686080	3
36446	1.718171	1.013867	1
58505	2.937283	1.641987	1
40300	7.875042	0.684149	3
66270	13.986357	0.531552	1
27200	0.000000	0.994399	1
49458	5.614828	0.436373	1
56439	9.765354	0.098057	3
3399	3.223638	1.563469	2
21220	10.125677	0.630575	3
6336	3.466931	1.354609	2
8255	7.921217	1.216587	2
83195	10.548107	0.727116	1
17171	3.029004	0.821027	2
7973	1.856274	0.192750	2
39185	11.465141	0.298326	3
61472	7.334089	0.336272	1
13109	4.534496	0.357018	2
51956	4.958884	1.100940	1
33379	12.466439	1.495957	3
8580	9.674389	0.582053	2
72611	14.755885	1.062467	1
7288	3.756304	0.220366	2
59706	9.268445	0.856475	3
40736	12.125609	1.151680	3
40537	3.045008	1.109635	1
27355	0.602228	0.102337	1
15530	3.227135	0.271623	2
27318	13.294634	1.392783	3
33750	9.996482	0.020133	3
71366	7.774769	0.942255	1
72130	10.741398	0.694797	1
17226	6.115846	0.675181	2
8477	8.017552	1.173762	2
69023	10.899156	0.592739	1
25492	6.964301	1.431252	1
4762	6.210748	0.413998	2
33160	10.721838	1.435226	3
4151	7.700080	1.309047	2
53990	11.204089	0.111578	3
37472	11.987817	0.454486	3
42366	10.272715	0.396687	3
31758	12.830982	0.068493	3
32812	12.178153	0.902095	3
74135	12.287632	0.541944	1
39804	11.714739	0.690510	3
38208	7.333333	0.205733	3
44714	2.842049	1.445443	1
43443	7.357415	0.465501	3
0	2.284911	0.521608	2
29410	14.514064	0.756738	3
67772	4.965516	1.627794	1
35324	8.062926	0.148643	3
13350	2.014443	1.653090	2
1422	0.343660	0.969312	2
39507	1.183379	0.576663	1
52833	11.310945	0.609844	3
53445	2.938531	0.314891	1
22367	0.017741	0.406015	2
34037	12.576640	1.551565	3
65090	8.765097	0.156293	1
67134	7.605799	0.401715	1
35473	4.937122	1.243600	1
29719	3.669991	0.066138	1
12156	3.733206	0.516689	2
53065	9.645596	1.438921	3
41061	0.206508	1.135760	1
62571	8.114498	1.352342	1
11053	3.293148	1.384690	2
32512	5.744167	0.602853	1
33391	11.585774	1.344209	3
73424	9.852546	0.021562	1
11366	1.338386	0.224871	2
66819	11.633299	1.542919	1
34885	4.080997	0.230795	1
60005	8.796584	0.897419	1
12893	0.000000	1.273214	2
17688	0.825903	1.588366	2
39777	10.704736	1.695882	3
15148	2.833539	0.548613	2
12046	4.984859	0.296224	2
10000	0.849587	1.664097	2
6205	3.854572	0.476705	2
80177	15.736429	0.215498	1
10616	0.466513	0.197661	2
5594	0.000000	1.382846	2
28794	3.217679	0.600510	1
28093	9.970085	0.828457	3
58643	0.807676	0.160029	1
11709	0.000000	0.910019	2
70712	10.134895	0.558813	1
4509	4.284121	0.685218	2
36633	4.381970	0.692211	3
50574	2.462499	1.409741	1
36252	8.480383	0.164081	3
10462	4.761548	1.635582	2
10702	2.933656	0.537184	2
28489	11.996118	1.151849	3
12450	0.000000	0.347617	2
39629	12.382486	1.229278	3
45266	11.702821	0.406286	3
14702	5.998074	1.304721	2
25668	3.668847	0.716021	1
12008	1.474867	1.172132	2
50015	3.108522	0.582175	1
8855	0.000000	0.055070	2
25946	11.587427	1.678751	3
65264	5.258240	1.681572	1
29544	3.204594	0.303010	1
35740	11.059467	0.736911	3
37488	9.692467	1.231969	3
36294	7.783919	0.382987	3
32297	13.913134	1.683074	3
11496	3.817865	1.455062	2
68087	9.638533	0.193223	1
71343	12.435695	1.246422	1
34557	8.566813	1.340436	3
16838	8.272742	0.864948	3
8947	4.074895	1.292326	2
5589	5.812051	0.163329	2
75007	8.189908	1.685753	1
4594	3.167826	0.924357	2
30329	1.726171	0.924065	1
46950	0.820739	1.683196	1
34774	2.435628	0.774630	1
54479	2.053052	0.981814	1
28319	7.241322	1.551218	3
35549	2.957939	1.500477	1
13748	3.299547	0.848236	2
39304	4.187297	1.365277	1
14674	9.918757	1.046509	3
29797	10.435154	0.033949	3
40829	6.321848	1.208195	3
2421	2.820812	1.269623	2
66663	6.058173	0.784850	1
37814	8.047923	1.583638	3
42238	9.718032	0.335518	3
11932	0.556093	0.980147	2
3045	0.978831	0.675243	2
42037	5.310939	1.537830	1
16162	1.895392	1.683481	2
84163	13.384956	1.281677	1
13070	1.677378	1.155505	2
13807	0.492771	1.471873	2
38418	9.694269	1.096477	3
46003	2.716116	0.923103	1
4234	6.236933	1.027970	2
7861	0.000000	0.608009	2
74069	12.316830	1.480885	1
12720	4.768628	1.532764	2
40494	8.658748	1.004151	3
70112	11.364806	1.583734	1
46044	10.811887	1.677573	3
33753	11.091798	0.036887	3
